id,inning,bowling_team,bowler,bowler's_wicket,bowler's_runs,valid_ball,over_bowled,economy,season
335982,1,Royal Challengers Bangalore,Zaheer Khan,1,38,24,4,9.5,2008
335982,1,Royal Challengers Bangalore,Ashley Noffke,1,40,24,4,10.0,2008
335982,1,Royal Challengers Bangalore,Jacques Kallis,1,48,24,4,12.0,2008
335982,1,Royal Challengers Bangalore,Sunil Joshi,0,26,18,3,8.67,2008
335982,1,Royal Challengers Bangalore,Praveen Kumar,0,38,24,4,9.5,2008
335982,1,Royal Challengers Bangalore,Cameron White,0,24,6,1,24.0,2008
335982,2,Kolkata Knight Riders,Ajit Agarkar,3,25,24,4,6.24,2008
335982,2,Kolkata Knight Riders,Ashoke Dinda,2,9,18,3,3.0,2008
335982,2,Kolkata Knight Riders,Sourav Ganguly,2,21,24,4,5.25,2008
335982,2,Kolkata Knight Riders,Ishant Sharma,1,7,18,3,2.33,2008
335982,2,Kolkata Knight Riders,Laxmi Shukla,1,12,7,1.1,10.91,2008
335983,1,Punjab Kings,Irfan Pathan,2,47,24,4,11.75,2008
335983,1,Punjab Kings,Brett Lee,1,35,24,4,8.75,2008
335983,1,Punjab Kings,Wilkin Mota,1,24,12,2,12.0,2008
335983,1,Punjab Kings,James Hopes,1,53,24,4,13.25,2008
335983,1,Punjab Kings,S Sreesanth,0,35,18,3,11.67,2008
335983,1,Punjab Kings,Karan Goel,0,25,12,2,12.5,2008
335983,1,Punjab Kings,Piyush Chawla,0,19,6,1,19.0,2008
335983,2,Chennai Super Kings,Muttiah Muralitharan,1,33,24,4,8.25,2008
335983,2,Chennai Super Kings,Manpreet Gony,1,42,24,4,10.5,2008
335983,2,Chennai Super Kings,Palani Amarnath,1,42,24,4,10.5,2008
335983,2,Chennai Super Kings,Joginder Sharma,1,47,24,4,11.75,2008
335983,2,Chennai Super Kings,Jacob Oram,0,37,24,4,9.25,2008
335984,1,Delhi Capitals,Farveez Maharoof,2,11,24,4,2.75,2008
335984,1,Delhi Capitals,Rajat Bhatia,2,17,24,4,4.25,2008
335984,1,Delhi Capitals,Glenn McGrath,1,21,24,4,5.25,2008
335984,1,Delhi Capitals,Daniel Vettori,1,35,24,4,8.75,2008
335984,1,Delhi Capitals,Brett Geeves,0,41,24,4,10.25,2008
335984,2,Rajasthan Royals,Shane Watson,1,31,24,4,7.75,2008
335984,2,Rajasthan Royals,Shane Warne,0,16,12,2,8.0,2008
335984,2,Rajasthan Royals,Yusuf Pathan,0,17,13,2.1,8.1,2008
335984,2,Rajasthan Royals,Munaf Patel,0,25,18,3,8.33,2008
335984,2,Rajasthan Royals,Siddharth Trivedi,0,32,18,3,10.67,2008
335984,2,Rajasthan Royals,Dinesh Salunkhe,0,11,6,1,11.0,2008
335985,1,Royal Challengers Bangalore,Zaheer Khan,2,17,24,4,4.25,2008
335985,1,Royal Challengers Bangalore,Balachandra Akhil,2,17,18,3,5.67,2008
335985,1,Royal Challengers Bangalore,Praveen Kumar,1,29,24,4,7.25,2008
335985,1,Royal Challengers Bangalore,Sunil Joshi,0,10,12,2,5.0,2008
335985,1,Royal Challengers Bangalore,Vinay Kumar,0,41,24,4,10.25,2008
335985,1,Royal Challengers Bangalore,Jacques Kallis,0,43,18,3,14.33,2008
335985,2,Mumbai Indians,Harbhajan Singh,2,36,24,4,9.0,2008
335985,2,Mumbai Indians,Dhawal Kulkarni,1,19,16,2.4,7.92,2008
335985,2,Mumbai Indians,Sanath Jayasuriya,1,39,24,4,9.75,2008
335985,2,Mumbai Indians,Ashish Nehra,1,45,24,4,11.25,2008
335985,2,Mumbai Indians,Shaun Pollock,0,17,24,4,4.25,2008
335985,2,Mumbai Indians,Abhishek Nayar,0,10,6,1,10.0,2008
335986,1,Kolkata Knight Riders,Murali Kartik,3,17,22,3.4,5.0,2008
335986,1,Kolkata Knight Riders,Ajit Agarkar,2,19,12,2,9.5,2008
335986,1,Kolkata Knight Riders,Mohammad Hafeez,1,8,24,4,2.0,2008
335986,1,Kolkata Knight Riders,Ishant Sharma,1,9,18,3,3.0,2008
335986,1,Kolkata Knight Riders,Ashoke Dinda,1,18,18,3,6.0,2008
335986,1,Kolkata Knight Riders,David Hussey,1,35,18,3,11.67,2008
335986,2,Deccan Chargers,Chaminda Vaas,2,9,18,3,3.0,2008
335986,2,Deccan Chargers,Pragyan Ojha,2,18,24,4,4.5,2008
335986,2,Deccan Chargers,RP Singh,1,15,18,3,5.0,2008
335986,2,Deccan Chargers,Scott Styris,0,19,24,4,4.75,2008
335986,2,Deccan Chargers,Sanjay Bangar,0,19,18,3,6.33,2008
335986,2,Deccan Chargers,Andrew Symonds,0,20,12,2,10.0,2008
335987,1,Rajasthan Royals,Shane Warne,3,19,24,4,4.75,2008
335987,1,Rajasthan Royals,Siddharth Trivedi,2,25,24,4,6.25,2008
335987,1,Rajasthan Royals,Munaf Patel,1,36,24,4,9.0,2008
335987,1,Rajasthan Royals,Dinesh Salunkhe,1,21,11,1.5,14.0,2008
335987,1,Rajasthan Royals,Shane Watson,0,39,24,4,9.75,2008
335987,1,Rajasthan Royals,Pankaj Singh,0,12,6,1,12.0,2008
335987,1,Rajasthan Royals,Yusuf Pathan,0,13,6,1,13.0,2008
335987,2,Punjab Kings,Irfan Pathan,1,21,24,4,5.25,2008
335987,2,Punjab Kings,James Hopes,1,33,24,4,8.25,2008
335987,2,Punjab Kings,Brett Lee,1,35,24,4,8.75,2008
335987,2,Punjab Kings,S Sreesanth,1,38,19,3.1,12.26,2008
335987,2,Punjab Kings,Wilkin Mota,0,12,6,1,12.0,2008
335987,2,Punjab Kings,Piyush Chawla,0,27,12,2,13.5,2008
335988,1,Delhi Capitals,Mohammad Asif,2,19,24,4,4.75,2008
335988,1,Delhi Capitals,Rajat Bhatia,2,27,24,4,6.75,2008
335988,1,Delhi Capitals,Farveez Maharoof,2,36,24,4,9.0,2008
335988,1,Delhi Capitals,Yo Mahesh,1,35,24,4,8.75,2008
335988,1,Delhi Capitals,Glenn McGrath,0,22,24,4,5.5,2008
335988,2,Deccan Chargers,RP Singh,1,27,18,3,9.0,2008
335988,2,Deccan Chargers,Chaminda Vaas,0,22,18,3,7.33,2008
335988,2,Deccan Chargers,Shahid Afridi,0,17,12,2,8.5,2008
335988,2,Deccan Chargers,Sanjay Bangar,0,30,12,2,15.0,2008
335988,2,Deccan Chargers,Andrew Symonds,0,35,12,2,17.5,2008
335988,2,Deccan Chargers,Pragyan Ojha,0,12,5,0.5,24.0,2008
335989,1,Mumbai Indians,Musavir Khote,2,29,18,3,9.67,2008
335989,1,Mumbai Indians,Dhawal Kulkarni,1,25,18,3,8.33,2008
335989,1,Mumbai Indians,Ashish Nehra,1,35,24,4,8.75,2008
335989,1,Mumbai Indians,Harbhajan Singh,0,14,12,2,7.0,2008
335989,1,Mumbai Indians,Shaun Pollock,0,32,18,3,10.67,2008
335989,1,Mumbai Indians,Dwayne Bravo,0,36,18,3,12.0,2008
335989,1,Mumbai Indians,Abhishek Nayar,0,14,6,1,14.0,2008
335989,1,Mumbai Indians,Vikrant Yeligati,0,16,6,1,16.0,2008
335989,2,Chennai Super Kings,Joginder Sharma,2,29,24,4,7.25,2008
335989,2,Chennai Super Kings,Muttiah Muralitharan,2,40,24,4,10.0,2008
335989,2,Chennai Super Kings,Manpreet Gony,1,18,24,4,4.5,2008
335989,2,Chennai Super Kings,Palani Amarnath,1,57,24,4,14.25,2008
335989,2,Chennai Super Kings,Jacob Oram,0,53,24,4,13.25,2008
335990,1,Rajasthan Royals,Yusuf Pathan,2,20,12,2,10.0,2008
335990,1,Rajasthan Royals,Shane Warne,2,47,24,4,11.75,2008
335990,1,Rajasthan Royals,Shane Watson,1,32,24,4,8.0,2008
335990,1,Rajasthan Royals,Pankaj Singh,0,14,12,2,7.0,2008
335990,1,Rajasthan Royals,Dinesh Salunkhe,0,9,6,1,9.0,2008
335990,1,Rajasthan Royals,Siddharth Trivedi,0,37,18,3,12.33,2008
335990,1,Rajasthan Royals,Munaf Patel,0,55,24,4,13.75,2008
335990,2,Deccan Chargers,Shahid Afridi,3,28,24,4,7.0,2008
335990,2,Deccan Chargers,Doddapaneni Kalyankrishna,1,30,18,3,10.0,2008
335990,2,Deccan Chargers,Chaminda Vaas,1,42,24,4,10.5,2008
335990,2,Deccan Chargers,RP Singh,1,44,24,4,11.0,2008
335990,2,Deccan Chargers,Pragyan Ojha,0,23,12,2,11.5,2008
335990,2,Deccan Chargers,Andrew Symonds,0,46,17,2.5,18.4,2008
335991,1,Mumbai Indians,Harbhajan Singh,3,32,24,4,8.0,2008
335991,1,Mumbai Indians,Ashish Nehra,2,22,18,3,7.33,2008
335991,1,Mumbai Indians,Dhawal Kulkarni,2,37,24,4,9.25,2008
335991,1,Mumbai Indians,Shaun Pollock,1,40,24,4,10.0,2008
335991,1,Mumbai Indians,Dwayne Bravo,0,27,18,3,9.0,2008
335991,1,Mumbai Indians,Musavir Khote,0,22,12,2,11.0,2008
335991,2,Punjab Kings,Piyush Chawla,2,16,24,4,4.0,2008
335991,2,Punjab Kings,Irfan Pathan,2,19,24,4,4.75,2008
335991,2,Punjab Kings,S Sreesanth,2,31,24,4,7.75,2008
335991,2,Punjab Kings,Brett Lee,1,9,24,4,2.25,2008
335991,2,Punjab Kings,Vikram Singh,1,40,24,4,10.0,2008
335992,1,Rajasthan Royals,Shane Watson,2,20,24,4,5.0,2008
335992,1,Rajasthan Royals,Munaf Patel,2,20,18,3,6.67,2008
335992,1,Rajasthan Royals,Shane Warne,1,23,24,4,5.75,2008
335992,1,Rajasthan Royals,Siddharth Trivedi,1,29,24,4,7.25,2008
335992,1,Rajasthan Royals,Sohail Tanvir,0,31,24,4,7.75,2008
335992,1,Rajasthan Royals,Yusuf Pathan,0,10,6,1,10.0,2008
335992,2,Royal Challengers Bangalore,Zaheer Khan,1,24,24,4,6.0,2008
335992,2,Royal Challengers Bangalore,Sunil Joshi,1,27,19,3.1,8.71,2008
335992,2,Royal Challengers Bangalore,Praveen Kumar,1,42,18,3,14.0,2008
335992,2,Royal Challengers Bangalore,Anil Kumble,0,22,24,4,5.5,2008
335992,2,Royal Challengers Bangalore,Jacques Kallis,0,7,6,1,7.0,2008
335992,2,Royal Challengers Bangalore,Vinay Kumar,0,15,12,2,7.5,2008
335993,1,Chennai Super Kings,Jacob Oram,3,32,24,4,8.0,2008
335993,1,Chennai Super Kings,Palani Amarnath,2,29,24,4,7.25,2008
335993,1,Chennai Super Kings,Manpreet Gony,2,40,24,4,10.0,2008
335993,1,Chennai Super Kings,Joginder Sharma,1,32,24,4,8.0,2008
335993,1,Chennai Super Kings,Muttiah Muralitharan,0,12,24,4,3.0,2008
335993,2,Kolkata Knight Riders,Ajit Agarkar,1,19,18,3,6.33,2008
335993,2,Kolkata Knight Riders,Mohammad Hafeez,0,16,12,2,8.0,2008
335993,2,Kolkata Knight Riders,Ashoke Dinda,0,25,18,3,8.33,2008
335993,2,Kolkata Knight Riders,Ishant Sharma,0,26,18,3,8.67,2008
335993,2,Kolkata Knight Riders,Laxmi Shukla,0,18,12,2,9.0,2008
335993,2,Kolkata Knight Riders,David Hussey,0,10,6,1,10.0,2008
335993,2,Kolkata Knight Riders,Murali Kartik,0,33,18,3,11.0,2008
335994,1,Deccan Chargers,RP Singh,2,15,24,4,3.75,2008
335994,1,Deccan Chargers,Shahid Afridi,2,32,24,4,8.0,2008
335994,1,Deccan Chargers,Sanjay Bangar,2,34,24,4,8.5,2008
335994,1,Deccan Chargers,Nuwan Zoysa,1,30,24,4,7.5,2008
335994,1,Deccan Chargers,Pragyan Ojha,0,14,12,2,7.0,2008
335994,1,Deccan Chargers,Doddapaneni Kalyankrishna,0,23,12,2,11.5,2008
335994,2,Mumbai Indians,Dhawal Kulkarni,0,8,6,1,8.0,2008
335994,2,Mumbai Indians,Sanath Jayasuriya,0,17,12,2,8.5,2008
335994,2,Mumbai Indians,Ashish Nehra,0,19,12,2,9.5,2008
335994,2,Mumbai Indians,Siddharth Chitnis,0,20,12,2,10.0,2008
335994,2,Mumbai Indians,Dwayne Bravo,0,31,13,2.1,14.76,2008
335994,2,Mumbai Indians,Shaun Pollock,0,33,12,2,16.5,2008
335994,2,Mumbai Indians,Abhishek Nayar,0,22,6,1,22.0,2008
335995,1,Punjab Kings,Vikram Singh,3,29,24,4,7.25,2008
335995,1,Punjab Kings,Irfan Pathan,2,26,24,4,6.5,2008
335995,1,Punjab Kings,Yuvraj Singh,1,11,12,2,5.5,2008
335995,1,Punjab Kings,Brett Lee,1,33,24,4,8.25,2008
335995,1,Punjab Kings,Piyush Chawla,0,29,24,4,7.25,2008
335995,1,Punjab Kings,S Sreesanth,0,25,12,2,12.5,2008
335995,2,Delhi Capitals,Mohammad Asif,2,39,24,4,9.75,2008
335995,2,Delhi Capitals,Yo Mahesh,1,23,24,4,5.75,2008
335995,2,Delhi Capitals,Glenn McGrath,1,29,24,4,7.25,2008
335995,2,Delhi Capitals,Shoaib Malik,1,32,21,3.3,9.7,2008
335995,2,Delhi Capitals,Rajat Bhatia,0,5,6,1,5.0,2008
335995,2,Delhi Capitals,Farveez Maharoof,0,31,18,3,10.33,2008
335996,1,Royal Challengers Bangalore,Zaheer Khan,3,38,24,4,9.5,2008
335996,1,Royal Challengers Bangalore,Praveen Kumar,1,29,24,4,7.25,2008
335996,1,Royal Challengers Bangalore,Balachandra Akhil,0,34,24,4,8.5,2008
335996,1,Royal Challengers Bangalore,Jacques Kallis,0,36,24,4,9.0,2008
335996,1,Royal Challengers Bangalore,Dale Steyn,0,40,24,4,10.0,2008
335996,2,Chennai Super Kings,Manpreet Gony,3,34,24,4,8.5,2008
335996,2,Chennai Super Kings,Joginder Sharma,2,27,22,3.4,7.94,2008
335996,2,Chennai Super Kings,Palani Amarnath,2,38,24,4,9.5,2008
335996,2,Chennai Super Kings,Albie Morkel,1,38,24,4,9.5,2008
335996,2,Chennai Super Kings,Jacob Oram,0,27,24,4,6.75,2008
335997,1,Mumbai Indians,Sanath Jayasuriya,3,14,24,4,3.5,2008
335997,1,Mumbai Indians,Shaun Pollock,2,27,24,4,6.75,2008
335997,1,Mumbai Indians,Dwayne Bravo,1,25,24,4,6.25,2008
335997,1,Mumbai Indians,Dilhara Fernando,1,41,24,4,10.25,2008
335997,1,Mumbai Indians,Dhawal Kulkarni,0,15,18,3,5.0,2008
335997,1,Mumbai Indians,Ashish Nehra,0,9,6,1,9.0,2008
335997,2,Kolkata Knight Riders,Ashoke Dinda,1,12,24,4,3.0,2008
335997,2,Kolkata Knight Riders,Ajit Agarkar,1,23,24,4,5.75,2008
335997,2,Kolkata Knight Riders,Ishant Sharma,1,33,22,3.4,9.71,2008
335997,2,Kolkata Knight Riders,Sourav Ganguly,0,14,12,2,7.0,2008
335997,2,Kolkata Knight Riders,Murali Kartik,0,24,18,3,8.0,2008
335997,2,Kolkata Knight Riders,Laxmi Shukla,0,11,6,1,11.0,2008
335997,2,Kolkata Knight Riders,Mohammad Hafeez,0,16,6,1,16.0,2008
335998,1,Royal Challengers Bangalore,Jacques Kallis,2,39,24,4,9.75,2008
335998,1,Royal Challengers Bangalore,Dale Steyn,1,29,24,4,7.25,2008
335998,1,Royal Challengers Bangalore,Zaheer Khan,1,42,24,4,10.5,2008
335998,1,Royal Challengers Bangalore,Praveen Kumar,0,24,24,4,6.0,2008
335998,1,Royal Challengers Bangalore,Virat Kohli,0,11,6,1,11.0,2008
335998,1,Royal Challengers Bangalore,Vinay Kumar,0,25,12,2,12.5,2008
335998,1,Royal Challengers Bangalore,Sunil Joshi,0,19,6,1,19.0,2008
335998,2,Delhi Capitals,Glenn McGrath,4,29,24,4,7.25,2008
335998,2,Delhi Capitals,Daniel Vettori,1,19,24,4,4.75,2008
335998,2,Delhi Capitals,Yo Mahesh,0,28,24,4,7.0,2008
335998,2,Delhi Capitals,Shoaib Malik,0,8,6,1,8.0,2008
335998,2,Delhi Capitals,Mohammad Asif,0,42,24,4,10.5,2008
335998,2,Delhi Capitals,Rajat Bhatia,0,14,6,1,14.0,2008
335998,2,Delhi Capitals,Virender Sehwag,0,30,12,2,15.0,2008
335999,1,Punjab Kings,Piyush Chawla,3,28,24,4,7.0,2008
335999,1,Punjab Kings,Irfan Pathan,2,30,24,4,7.5,2008
335999,1,Punjab Kings,S Sreesanth,1,33,24,4,8.25,2008
335999,1,Punjab Kings,Gagandeep Singh,1,37,24,4,9.25,2008
335999,1,Punjab Kings,Vikram Singh,0,34,24,4,8.5,2008
335999,2,Deccan Chargers,Nuwan Zoysa,1,32,24,4,8.0,2008
335999,2,Deccan Chargers,Doddapaneni Kalyankrishna,1,34,18,3,11.33,2008
335999,2,Deccan Chargers,Sanjay Bangar,0,26,24,4,6.5,2008
335999,2,Deccan Chargers,Venugopal Rao,0,9,6,1,9.0,2008
335999,2,Deccan Chargers,Shahid Afridi,0,28,18,3,9.33,2008
335999,2,Deccan Chargers,RP Singh,0,36,23,3.5,10.29,2008
336000,1,Kolkata Knight Riders,Umar Gul,3,31,24,4,7.75,2008
336000,1,Kolkata Knight Riders,Ishant Sharma,1,26,24,4,6.5,2008
336000,1,Kolkata Knight Riders,Ajit Agarkar,1,46,24,4,11.5,2008
336000,1,Kolkata Knight Riders,Laxmi Shukla,1,16,6,1,16.0,2008
336000,1,Kolkata Knight Riders,Ashoke Dinda,0,30,24,4,7.5,2008
336000,1,Kolkata Knight Riders,David Hussey,0,26,12,2,13.0,2008
336000,1,Kolkata Knight Riders,Sourav Ganguly,0,14,6,1,14.0,2008
336000,2,Rajasthan Royals,Shane Watson,2,22,19,3.1,7.1,2008
336000,2,Rajasthan Royals,Sohail Tanvir,2,30,24,4,7.5,2008
336000,2,Rajasthan Royals,Siddharth Trivedi,2,31,24,4,7.75,2008
336000,2,Rajasthan Royals,Shane Warne,1,20,12,2,10.0,2008
336000,2,Rajasthan Royals,Yusuf Pathan,0,14,12,2,7.0,2008
336000,2,Rajasthan Royals,Munaf Patel,0,29,24,4,7.25,2008
336001,1,Delhi Capitals,Glenn McGrath,1,21,24,4,5.25,2008
336001,1,Delhi Capitals,Yo Mahesh,1,31,24,4,7.75,2008
336001,1,Delhi Capitals,Mohammad Asif,1,34,24,4,8.5,2008
336001,1,Delhi Capitals,Virender Sehwag,1,21,12,2,10.5,2008
336001,1,Delhi Capitals,Rajat Bhatia,1,11,6,1,11.0,2008
336001,1,Delhi Capitals,Pradeep Sangwan,0,40,24,4,10.0,2008
336001,1,Delhi Capitals,Shoaib Malik,0,11,6,1,11.0,2008
336001,2,Chennai Super Kings,Manpreet Gony,1,39,24,4,9.75,2008
336001,2,Chennai Super Kings,Joginder Sharma,1,35,18,3,11.67,2008
336001,2,Chennai Super Kings,Muttiah Muralitharan,0,27,24,4,6.75,2008
336001,2,Chennai Super Kings,Makhaya Ntini,0,29,24,4,7.25,2008
336001,2,Chennai Super Kings,Albie Morkel,0,40,24,4,10.0,2008
336002,1,Royal Challengers Bangalore,Vinay Kumar,3,27,24,4,6.75,2008
336002,1,Royal Challengers Bangalore,Dale Steyn,2,19,24,4,4.75,2008
336002,1,Royal Challengers Bangalore,Virat Kohli,2,25,22,3.4,7.35,2008
336002,1,Royal Challengers Bangalore,Anil Kumble,1,33,24,4,8.25,2008
336002,1,Royal Challengers Bangalore,Balachandra Akhil,0,39,18,3,13.0,2008
336002,1,Royal Challengers Bangalore,Jacques Kallis,0,19,8,1.2,15.83,2008
336002,2,Deccan Chargers,Sanjay Bangar,1,30,24,4,7.5,2008
336002,2,Deccan Chargers,Chaminda Vaas,1,36,24,4,9.0,2008
336002,2,Deccan Chargers,Dwaraka Ravi Teja,1,19,12,2,9.5,2008
336002,2,Deccan Chargers,RP Singh,0,15,18,3,5.0,2008
336002,2,Deccan Chargers,Paidikalva Vijaykumar,0,29,24,4,7.25,2008
336002,2,Deccan Chargers,Venugopal Rao,0,18,6,1,18.0,2008
336002,2,Deccan Chargers,Chamara Silva,0,21,6,1,21.0,2008
336003,1,Kolkata Knight Riders,Umar Gul,2,27,24,4,6.75,2008
336003,1,Kolkata Knight Riders,David Hussey,1,23,18,3,7.67,2008
336003,1,Kolkata Knight Riders,Ashoke Dinda,1,24,18,3,8.0,2008
336003,1,Kolkata Knight Riders,Mohammad Hafeez,1,28,18,3,9.33,2008
336003,1,Kolkata Knight Riders,Ajit Agarkar,0,26,18,3,8.67,2008
336003,1,Kolkata Knight Riders,Ishant Sharma,0,41,24,4,10.25,2008
336003,2,Punjab Kings,Irfan Pathan,2,18,24,4,4.5,2008
336003,2,Punjab Kings,S Sreesanth,2,25,24,4,6.25,2008
336003,2,Punjab Kings,Vikram Singh,1,31,24,4,7.75,2008
336003,2,Punjab Kings,Gagandeep Singh,1,43,24,4,10.75,2008
336003,2,Punjab Kings,James Hopes,0,35,18,3,11.67,2008
336003,2,Punjab Kings,Piyush Chawla,0,16,6,1,16.0,2008
336004,1,Delhi Capitals,Yo Mahesh,3,33,24,4,8.25,2008
336004,1,Delhi Capitals,Virender Sehwag,1,2,6,1,2.0,2008
336004,1,Delhi Capitals,Pradeep Sangwan,1,21,24,4,5.25,2008
336004,1,Delhi Capitals,Shoaib Malik,1,6,6,1,6.0,2008
336004,1,Delhi Capitals,Rajat Bhatia,1,22,12,2,11.0,2008
336004,1,Delhi Capitals,Mohammad Asif,1,46,24,4,11.5,2008
336004,1,Delhi Capitals,Glenn McGrath,0,26,24,4,6.5,2008
336004,2,Mumbai Indians,Ashish Nehra,3,25,24,4,6.25,2008
336004,2,Mumbai Indians,Shaun Pollock,2,16,24,4,4.0,2008
336004,2,Mumbai Indians,Dhawal Kulkarni,2,18,17,2.5,7.2,2008
336004,2,Mumbai Indians,Dominic Thornely,1,15,12,2,7.5,2008
336004,2,Mumbai Indians,Dwayne Bravo,1,27,18,3,9.0,2008
336004,2,Mumbai Indians,Rohan Raje,0,13,12,2,6.5,2008
336004,2,Mumbai Indians,Sanath Jayasuriya,0,16,6,1,16.0,2008
336005,1,Rajasthan Royals,Sohail Tanvir,6,14,24,4,3.5,2008
336005,1,Rajasthan Royals,Munaf Patel,2,16,24,4,4.0,2008
336005,1,Rajasthan Royals,Shane Watson,1,19,24,4,4.75,2008
336005,1,Rajasthan Royals,Shane Warne,1,29,18,3,9.67,2008
336005,1,Rajasthan Royals,Yusuf Pathan,0,9,12,2,4.5,2008
336005,1,Rajasthan Royals,Siddharth Trivedi,0,17,12,2,8.5,2008
336005,2,Chennai Super Kings,Muttiah Muralitharan,1,20,24,4,5.0,2008
336005,2,Chennai Super Kings,Vidyut Sivaramakrishnan,1,22,12,2,11.0,2008
336005,2,Chennai Super Kings,Makhaya Ntini,0,17,18,3,5.67,2008
336005,2,Chennai Super Kings,Manpreet Gony,0,25,18,3,8.33,2008
336005,2,Chennai Super Kings,Suresh Raina,0,10,8,1.2,8.33,2008
336005,2,Chennai Super Kings,Albie Morkel,0,10,6,1,10.0,2008
336006,1,Punjab Kings,Piyush Chawla,3,25,24,4,6.25,2008
336006,1,Punjab Kings,S Sreesanth,2,16,24,4,4.0,2008
336006,1,Punjab Kings,Irfan Pathan,1,13,20,3.2,4.06,2008
336006,1,Punjab Kings,Vikram Singh,1,33,24,4,8.25,2008
336006,1,Punjab Kings,Gagandeep Singh,0,28,18,3,9.33,2008
336006,1,Punjab Kings,James Hopes,0,10,6,1,10.0,2008
336006,2,Royal Challengers Bangalore,Praveen Kumar,2,22,24,4,5.5,2008
336006,2,Royal Challengers Bangalore,Zaheer Khan,2,29,24,4,7.25,2008
336006,2,Royal Challengers Bangalore,Dale Steyn,0,16,24,4,4.0,2008
336006,2,Royal Challengers Bangalore,Jacques Kallis,0,14,18,3,4.67,2008
336006,2,Royal Challengers Bangalore,Anil Kumble,0,36,20,3.2,11.25,2008
336007,1,Deccan Chargers,RP Singh,2,12,18,3,4.0,2008
336007,1,Deccan Chargers,Pragyan Ojha,1,22,24,4,5.5,2008
336007,1,Deccan Chargers,Paidikalva Vijaykumar,1,17,18,3,5.67,2008
336007,1,Deccan Chargers,Scott Styris,1,24,18,3,8.0,2008
336007,1,Deccan Chargers,Sanjay Bangar,1,36,24,4,9.0,2008
336007,1,Deccan Chargers,Shahid Afridi,1,27,18,3,9.0,2008
336007,2,Chennai Super Kings,Manpreet Gony,1,15,18,3,5.0,2008
336007,2,Chennai Super Kings,Muttiah Muralitharan,1,24,24,4,6.0,2008
336007,2,Chennai Super Kings,Albie Morkel,1,26,24,4,6.5,2008
336007,2,Chennai Super Kings,Makhaya Ntini,0,37,24,4,9.25,2008
336007,2,Chennai Super Kings,Joginder Sharma,0,45,18,3,15.0,2008
336008,1,Mumbai Indians,Ashish Nehra,3,13,18,3,4.33,2008
336008,1,Mumbai Indians,Dwayne Bravo,2,12,14,2.2,5.45,2008
336008,1,Mumbai Indians,Rohan Raje,2,19,18,3,6.33,2008
336008,1,Mumbai Indians,Dhawal Kulkarni,2,21,18,3,7.0,2008
336008,1,Mumbai Indians,Shaun Pollock,1,19,18,3,6.33,2008
336008,1,Mumbai Indians,Sanath Jayasuriya,0,17,12,2,8.5,2008
336008,2,Rajasthan Royals,Shane Watson,2,26,24,4,6.5,2008
336008,2,Rajasthan Royals,Shane Warne,1,19,12,2,9.5,2008
336008,2,Rajasthan Royals,Sohail Tanvir,0,13,19,3.1,4.19,2008
336008,2,Rajasthan Royals,Munaf Patel,0,21,18,3,7.0,2008
336008,2,Rajasthan Royals,Siddharth Trivedi,0,23,18,3,7.67,2008
336009,1,Chennai Super Kings,Albie Morkel,2,35,24,4,8.75,2008
336009,1,Chennai Super Kings,Lakshmipathy Balaji,2,35,24,4,8.75,2008
336009,1,Chennai Super Kings,Manpreet Gony,1,36,24,4,9.0,2008
336009,1,Chennai Super Kings,Muttiah Muralitharan,0,25,24,4,6.25,2008
336009,1,Chennai Super Kings,Palani Amarnath,0,35,18,3,11.67,2008
336009,1,Chennai Super Kings,Chamara Kapugedera,0,15,6,1,15.0,2008
336009,2,Delhi Capitals,Pradeep Sangwan,2,29,24,4,7.25,2008
336009,2,Delhi Capitals,Yo Mahesh,2,40,24,4,10.0,2008
336009,2,Delhi Capitals,Mohammad Asif,1,33,24,4,8.25,2008
336009,2,Delhi Capitals,Glenn McGrath,0,23,24,4,5.75,2008
336009,2,Delhi Capitals,Shoaib Malik,0,28,12,2,14.0,2008
336009,2,Delhi Capitals,Virender Sehwag,0,30,12,2,15.0,2008
336010,1,Royal Challengers Bangalore,Dale Steyn,3,27,24,4,6.75,2008
336010,1,Royal Challengers Bangalore,Zaheer Khan,1,27,18,3,9.0,2008
336010,1,Royal Challengers Bangalore,Praveen Kumar,1,36,18,3,12.0,2008
336010,1,Royal Challengers Bangalore,Vinay Kumar,0,15,18,3,5.0,2008
336010,1,Royal Challengers Bangalore,Anil Kumble,0,21,18,3,7.0,2008
336010,2,Kolkata Knight Riders,Sourav Ganguly,1,7,18,3,2.33,2008
336010,2,Kolkata Knight Riders,Ishant Sharma,1,25,24,4,6.25,2008
336010,2,Kolkata Knight Riders,Ashoke Dinda,0,20,18,3,6.67,2008
336010,2,Kolkata Knight Riders,Umar Gul,0,30,18,3,10.0,2008
336010,2,Kolkata Knight Riders,Murali Kartik,0,24,12,2,12.0,2008
336010,2,Kolkata Knight Riders,Laxmi Shukla,0,15,6,1,15.0,2008
336011,1,Rajasthan Royals,Shane Warne,2,20,24,4,5.0,2008
336011,1,Rajasthan Royals,Siddharth Trivedi,1,8,18,3,2.67,2008
336011,1,Rajasthan Royals,Munaf Patel,1,28,24,4,7.0,2008
336011,1,Rajasthan Royals,Shane Watson,1,22,18,3,7.33,2008
336011,1,Rajasthan Royals,Yusuf Pathan,1,19,12,2,9.5,2008
336011,1,Rajasthan Royals,Sohail Tanvir,0,39,24,4,9.75,2008
